atlas_id,timestamp,provider,lat,lon,width,height
36,1412688794,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,38.7421,-5.4383,14.2713,7.7781
36,1412688794,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,38.7421,8.833,14.2712,7.7781
36,1412688794,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,38.7421,23.1043,14.2713,7.7781
36,1412688794,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,38.7421,37.3755,14.2712,7.7781
37,1419247276,http://tile.opencyclemap.org/cycle/{Z}/{X}/{Y}.png,-29.9618,28.7649,0.8295,0.5031
37,1419247276,http://tile.opencyclemap.org/cycle/{Z}/{X}/{Y}.png,-29.9618,29.5945,0.8295,0.5031
38,1418195635,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,19.0539,72.9073,0.0022,0.0015
38,1418195635,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,19.0539,72.9094,0.0021,0.0015
38,1418195635,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,19.0525,72.9073,0.0022,0.0014
38,1418195635,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,19.0525,72.9094,0.0021,0.0014
39,1411451079,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,-6.1162,106.7232,0.0078,0.0098
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8085,2.1247,0.0039,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8085,2.1284,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8085,2.132,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8085,2.1357,0.0039,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8069,2.1247,0.0039,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8069,2.1284,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8069,2.132,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8069,2.1357,0.0039,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8053,2.1247,0.0039,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8053,2.1284,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8053,2.132,0.0038,0.0016
40,1379235301,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,48.8053,2.1357,0.0039,0.0016
41,1383874455,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,51.8312,10.7708,0.0473,0.0204
42,1378228658,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6769,1.4279,0.1751,0.0886
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8402,134.6875,0.008,0.0084
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8402,134.6952,0.0081,0.0084
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8319,134.6875,0.008,0.0083
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8319,134.6952,0.0081,0.0083
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8235,134.6875,0.008,0.0084
43,1399243793,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,34.8235,134.6952,0.0081,0.0084
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6603,-79.7839,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6603,-79.71,0.0739,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6603,-79.6362,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6603,-79.5624,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6247,-79.7839,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6247,-79.71,0.0739,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6247,-79.6362,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.6247,-79.5624,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5891,-79.7839,0.0738,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5891,-79.71,0.0739,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5891,-79.6362,0.0738,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5891,-79.5624,0.0738,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5534,-79.7839,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5534,-79.71,0.0739,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5534,-79.6362,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5534,-79.5624,0.0738,0.0374
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5177,-79.7839,0.0738,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5177,-79.71,0.0739,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5177,-79.6362,0.0738,0.0375
44,1398716052,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,43.5177,-79.5624,0.0738,0.0375
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3897,8.5584,0.0074,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3833,8.5584,0.0074,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3769,8.5584,0.0074,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5158,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5229,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5299,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5371,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5442,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5512,0.0075,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3704,8.5584,0.0074,0.0065
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.364,8.5584,0.0074,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3576,8.5584,0.0074,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5158,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5229,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5299,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5371,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5442,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5512,0.0075,0.0064
45,1395760580,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.3512,8.5584,0.0074,0.0064
46,1387814394,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,22.7313,120.2499,0.004,0.0046
47,1378098858,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,37.7801,-122.1813,0.0149,0.0082
48,1401097638,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,40.648,-8.6422,0.0088,0.0047
49,1387691329,http://tile.stamen.com/boner/{Z}/{X}/{Y}.jpg,22.7263,120.2582,0.0042,0.0027
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,68.0529,13.2275,6.8693,1.6253
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,68.0529,19.7534,6.8694,1.6253
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,66.3686,13.2275,6.8693,1.7432
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,66.3686,19.7534,6.8694,1.7432
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,64.5631,13.2275,6.8693,1.8678
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,64.5631,19.7534,6.8694,1.8678
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,62.6295,13.2275,6.8693,1.9993
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,62.6295,19.7534,6.8694,1.9993
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,60.5612,13.2275,6.8693,2.1374
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,60.5612,19.7534,6.8694,2.1374
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,58.3516,13.2275,6.8693,2.2818
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,58.3516,19.7534,6.8694,2.2818
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,55.9946,13.2275,6.8693,2.4322
50,1367162848,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,55.9946,19.7534,6.8694,2.4322
51,1423258633,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,44.4676,7.3627,0.0423,0.0211
52,1408002492,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,-15.7828,35.0043,0.011,0.0075
52,1408002492,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,-15.7828,35.0153,0.011,0.0075
52,1408002492,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,-15.7899,35.0043,0.011,0.0074
52,1408002492,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,-15.7899,35.0153,0.011,0.0074
53,1412250177,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,47.5703,-52.7272,0.0095,0.0045
54,1381701012,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,50.8516,11.1638,0.0786,0.0347
54,1381701012,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,50.8516,11.2424,0.0786,0.0347
54,1381701012,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,50.8186,11.1638,0.0786,0.0347
54,1381701012,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,50.8186,11.2424,0.0786,0.0347
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.2877,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.2912,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.2948,0.0036,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.2984,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.3018,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6236,2.3053,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.2877,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.2912,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.2948,0.0036,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.2984,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.3018,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6201,2.3053,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.2877,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.2912,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.2948,0.0036,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.2984,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.3018,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6166,2.3053,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.2877,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.2912,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.2948,0.0036,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.2984,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.3018,0.0037,0.0035
55,1404501949,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,41.6132,2.3053,0.0037,0.0035
56,1345989077,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,40.6782,-73.9958,0.0389,0.0412
57,1403274789,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,45.5063,-73.5614,0.0271,0.0241
58,1367953854,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,49.7511,6.644,0.0056,0.0025
59,1421497637,http://api.tiles.mapbox.com/v3/stamen.i808gmk6/{Z}/{X}/{Y}.png,53.4025,7.6086,0.0063,0.0027
60,1350760257,http://tile.stamen.com/bing-lite/{Z}/{X}/{Y}.jpg,48.3817,-89.2841,0.0772,0.036
60,1350760257,http://tile.stamen.com/bing-lite/{Z}/{X}/{Y}.jpg,48.3817,-89.2069,0.0773,0.036
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0927,7.5557,0.0446,0.0221
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0927,7.6003,0.0446,0.0221
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0927,7.6449,0.0446,0.0221
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0927,7.6895,0.0445,0.0221
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0718,7.5557,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0718,7.6003,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0718,7.6449,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0718,7.6895,0.0445,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0508,7.5557,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0508,7.6003,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0508,7.6449,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0508,7.6895,0.0445,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0298,7.5557,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0298,7.6003,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0298,7.6449,0.0446,0.022
61,1403360190,http://tile.stamen.com/toner-lite/{Z}/{X}/{Y}.png,45.0298,7.6895,0.0445,0.022
62,1383662636,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,37.3936,-5.9934,0.0155,0.0086
63,1367239322,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,49.96,8.2351,0.1946,0.1586
64,1414861213,http://api.tiles.mapbox.com/v3/stamen.i808gmk6/{Z}/{X}/{Y}.png,9.8643,-83.0232,0.0611,0.0422
65,1408459211,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,55.8292,-4.1545,0.0773,0.0304
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.6082,65.8852,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.6082,65.9624,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.6082,66.0396,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.6082,66.1169,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.6082,66.1942,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5799,65.8852,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5799,65.9624,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5799,66.0396,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5799,66.1169,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5799,66.1942,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5515,65.8852,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5515,65.9624,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5515,66.0396,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5515,66.1169,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5515,66.1942,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5231,65.8852,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5231,65.9624,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5231,66.0396,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5231,66.1169,0.0772,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.5231,66.1942,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.4947,65.8852,0.0773,0.0298
66,1382275498,http://tile.openstreetmap.org/{Z}/{X}/{Y}.png,56.4947,65.9624,0.0772,0.0298
